City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,guerrero negro,27.9769,-114.0611,23.54,22,1,3.26,MX,1675984936
271,ballina,-28.8667,153.5667,24.45,83,34,3.68,AU,1675984937
272,kalmunai,7.4167,81.8167,23.86,82,96,3.03,LK,1675984937
273,blagoyevo,63.3667,47.9167,-0.71,84,100,5.75,RU,1675984938
274,afonso bezerra,-5.4983,-36.5056,28.28,63,100,6.36,BR,1675984939
275,takoradi,4.8845,-1.7554,26.13,88,86,2.97,GH,1675984542
276,cabedelo,-6.9811,-34.8339,26.37,79,9,5.85,BR,1675984939
277,ende,-8.8432,121.6623,25.96,87,100,1.94,ID,1675984939
278,lipin bor,60.2622,37.9763,-5.48,88,94,5.86,RU,1675984940
279,bodden town,19.2833,-81.25,27.22,88,20,6.17,KY,1675984940
280,belmonte,-15.8631,-38.8828,25.25,86,6,3.58,BR,1675984941
281,taoudenni,22.6783,-3.9836,21.4,14,94,7.46,ML,1675984941
282,hernani,43.2662,-1.9762,4.36,77,0,2.06,ES,1675984941
283,wum,6.3833,10.0667,22.0,23,19,1.56,CM,1675984942
284,nanlong,31.3533,106.0631,8.13,89,76,1.18,CN,1675984942
285,yumen,40.2833,97.2,-3.37,36,88,3.0,CN,1675984943
286,whitehorse,60.7161,-135.0538,-4.57,74,75,5.14,CA,1675984943
287,zhangjiakou,40.81,114.8794,-9.22,92,36,1.13,CN,1675984944
288,hovd,48.0056,91.6419,-16.18,82,99,0.93,MN,1675984945
289,faanui,-16.4833,-151.75,27.59,71,3,5.81,PF,1675984946
290,petropavlovsk-kamchatskiy,53.0452,158.6483,-19.67,71,75,3.0,RU,1675984946
291,cabo san lucas,22.8909,-109.9124,27.61,48,20,3.09,MX,1675984947
292,hillsboro,45.5229,-122.9898,16.11,52,0,3.6,US,1675984925
293,rio grande,-32.035,-52.0986,27.06,74,0,5.32,BR,1675984947
294,san felipe,10.3399,-68.7425,21.72,92,99,2.49,VE,1675984948
295,eldorado,-23.7869,-54.2836,26.71,65,64,1.99,BR,1675984948
296,dongkan,33.9997,119.8308,4.07,89,100,2.58,CN,1675984949
297,zunyi,27.6867,106.9072,7.8,92,100,1.81,CN,1675984949
298,lata,40.1629,-8.3327,6.62,79,0,2.26,PT,1675984950
299,tazmalt,36.3868,4.3989,4.28,94,43,2.0,DZ,1675984950
300,iskateley,67.6803,53.1512,0.11,92,100,10.47,RU,1675984951
301,annamalainagar,11.4,79.7333,22.25,84,65,2.54,IN,1675984951
302,hastings,50.8552,0.5729,6.4,58,52,1.81,GB,1675984335
303,hofn,64.2539,-15.2082,-3.31,44,100,2.93,IS,1675984952
304,podgornoye,51.735,39.1496,-4.88,93,100,2.0,RU,1675984953
305,bayanday,53.0661,105.5139,-20.22,100,99,0.79,RU,1675984953
306,ewa beach,21.3156,-158.0072,27.97,54,0,11.32,US,1675984954
307,goderich,43.7501,-81.7165,10.18,81,78,6.69,CA,1675984954
308,veshenskaya,49.6303,41.7334,-10.45,96,100,1.93,RU,1675984955
309,tigil,57.8,158.6667,-19.39,99,90,1.61,RU,1675984955
310,geraldton,-28.7667,114.6,24.23,78,75,7.72,AU,1675984702
311,quatre cocos,-20.2078,57.7625,26.06,75,12,5.75,MU,1675984956
312,kamaishi,39.2667,141.8833,-1.25,60,100,1.45,JP,1675984957
313,adrar,20.5022,-10.0711,21.42,22,99,6.75,MR,1675984957
314,chapeco,-27.0964,-52.6183,24.86,69,20,4.63,BR,1675984926
315,verkhoyansk,67.5447,133.385,-46.12,98,98,0.43,RU,1675984958
316,barth,54.3635,12.7249,3.36,88,100,9.29,DE,1675984958
317,maryville,35.7565,-83.9705,20.14,74,75,12.86,US,1675984958
318,port-gentil,-0.7193,8.7815,27.98,89,40,2.57,GA,1675984959
319,yeppoon,-23.1333,150.7333,27.88,67,74,5.5,AU,1675984959
320,college,64.8569,-147.8028,-15.11,81,40,1.54,US,1675984959
321,buta,2.7858,24.73,20.94,38,8,1.1,CD,1675984960
322,nara,34.6851,135.8049,4.98,60,100,1.49,JP,1675984960
323,torrington,41.8007,-73.1212,8.43,82,100,1.34,US,1675984961
324,budakalasz,47.6167,19.05,-3.49,74,0,0.86,HU,1675984961
325,praia,14.9215,-23.5087,20.3,77,20,7.72,CV,1675984961
326,mamlyutka,54.9375,68.5394,-12.95,96,89,3.84,KZ,1675984962
327,kungurtug,50.5994,97.5228,-17.57,99,100,0.5,RU,1675984962
328,bosaso,11.2842,49.1816,22.78,82,14,0.58,SO,1675984963
329,ayan,56.45,138.1667,-28.03,80,18,2.92,RU,1675984963
330,tsumeb,-19.2333,17.7167,19.88,72,54,1.61,NA,1675984963
331,elsterwerda,51.45,13.5333,0.16,77,86,3.39,DE,1675984964
332,athens,37.9795,23.7162,7.31,68,75,3.09,GR,1675984942
333,barstow,34.8986,-117.0228,18.98,21,1,5.72,US,1675984964
334,khor,47.8861,134.9464,-20.38,92,99,2.16,RU,1675984965
335,namibe,-15.1961,12.1522,20.99,78,42,3.45,AO,1675984965
336,port augusta,-32.5,137.7667,25.85,51,0,1.69,AU,1675984782
337,gopalpur,19.2667,84.9167,19.85,85,5,1.67,IN,1675984966
338,husavik,66.0449,-17.3389,-8.97,74,92,7.75,IS,1675984966
339,arauco,-37.2463,-73.3175,21.56,59,0,5.38,CL,1675984966
340,tiksi,71.6872,128.8694,-38.66,98,97,1.96,RU,1675984967
341,ipixuna,-1.7625,-48.8043,24.07,94,66,2.01,BR,1675984967
342,calabozo,8.9242,-67.4293,30.48,43,90,4.24,VE,1675984968
343,okhotsk,59.3833,143.3,-28.79,76,42,8.14,RU,1675984968
344,ambilobe,-13.2,49.05,22.35,96,76,1.06,MG,1675984969
345,sur,22.5667,59.5289,21.09,68,9,3.1,OM,1675984969
346,williston,48.147,-103.618,-0.59,90,7,1.58,US,1675984921
347,longyearbyen,78.2186,15.6401,-9.09,73,20,1.54,SJ,1675984969
348,barquisimeto,10.0739,-69.3228,23.24,72,97,3.02,VE,1675984660
349,mazamet,43.49,2.373,4.76,86,0,0.0,FR,1675984970
350,nishihara,26.1842,127.7558,21.6,88,40,8.75,JP,1675984970
351,comarapa,-17.9,-64.4833,15.34,92,66,1.38,BO,1675984971
352,berlevag,70.8578,29.0864,0.0,69,61,12.86,NO,1675984971
353,pochutla,15.7432,-96.4661,30.9,42,12,2.98,MX,1675984971
354,kudahuvadhoo,2.6708,72.8944,26.64,75,65,5.09,MV,1675984972
355,copiapo,-27.3667,-70.3333,18.83,47,0,2.83,CL,1675984760
356,raiganj,25.6167,88.1167,14.36,50,0,1.74,IN,1675984827
357,houma,29.5958,-90.7195,19.0,59,100,4.63,US,1675984973
358,damara,4.9608,18.7035,24.53,22,69,1.2,CF,1675984973
359,pavlodar,52.3,76.95,-27.11,69,100,1.0,KZ,1675984973
360,tuatapere,-46.1333,167.6833,16.08,45,56,0.82,NZ,1675984974
361,kokstad,-30.5472,29.4241,14.57,99,100,1.11,ZA,1675984974
362,tiznit,29.5833,-9.5,15.62,24,100,6.41,MA,1675984974
363,gat,31.61,34.7642,10.22,100,96,1.53,IL,1675984975
364,tambura,5.6,27.4667,21.72,23,22,2.02,SS,1675984975
365,itarema,-2.9248,-39.9167,27.0,79,99,4.18,BR,1675984975
366,rock springs,41.5875,-109.2029,-5.31,65,0,7.72,US,1675984795
367,usinsk,65.9939,57.5281,-2.23,94,100,9.56,RU,1675984976
368,shalinskoye,55.7228,93.7594,-19.8,100,100,0.53,RU,1675984976
369,seoul,37.5683,126.9778,1.78,93,100,2.06,KR,1675984855
370,unnao,26.5333,80.5,12.99,47,0,1.11,IN,1675984890
371,ouallam,14.3188,2.0866,24.93,10,45,4.21,NE,1675984977
372,nuevitas,21.5453,-77.2644,24.56,78,4,6.85,CU,1675984977
373,ishigaki,24.3448,124.1572,22.07,88,75,2.06,JP,1675984978
374,cap malheureux,-19.9842,57.6142,25.82,78,2,2.24,MU,1675984978
375,qeshm,26.9581,56.2719,17.93,45,99,4.18,IR,1675984978
376,anadyr,64.75,177.4833,-34.72,66,40,5.0,RU,1675984979
377,cockburn town,21.4612,-71.1419,24.99,77,0,10.52,TC,1675984972
378,henties bay,-22.116,14.2845,18.9,86,58,2.41,NA,1675984979
379,luang prabang,19.8856,102.1347,16.95,62,15,0.22,LA,1675984980
380,hoquiam,46.9809,-123.8893,14.09,69,0,2.57,US,1675984960
381,nenjiang,49.1833,125.2167,-13.91,97,100,1.18,CN,1675984980
382,nusaybin,37.0778,41.2178,2.64,76,26,1.3,TR,1675984981
383,norman wells,65.282,-126.8329,-21.98,71,0,2.57,CA,1675984981
384,martapura,-3.4167,114.85,22.05,100,99,3.09,ID,1675984981
385,gazanjyk,39.2446,55.5154,0.04,71,100,3.75,TM,1675984982
386,gatehouse of fleet,54.882,-4.1843,6.11,89,86,6.17,GB,1675984982
387,bayir,37.2687,28.2167,2.29,65,2,1.86,TR,1675984983
388,manaus,-3.1019,-60.025,25.28,88,75,1.54,BR,1675984788
389,alta floresta,-9.8756,-56.0861,23.29,93,100,0.66,BR,1675984984
390,port-cartier,50.0334,-66.8654,-10.18,85,78,2.37,CA,1675984984
391,taranto,40.6167,17.25,6.21,54,100,1.79,IT,1675984486
392,adilabad,19.6667,78.5333,20.65,27,34,0.77,IN,1675984985
393,namatanai,-3.6667,152.4333,27.49,78,100,1.66,PG,1675984985
394,katobu,-4.9408,122.5276,24.83,89,100,1.26,ID,1675984986
395,chuy,-33.6971,-53.4616,21.81,85,0,2.71,UY,1675984986
396,camaqua,-30.8511,-51.8122,23.37,67,22,2.28,BR,1675984987
397,kamphaeng phet,16.25,99.5,24.89,41,14,1.43,TH,1675984987
398,praia da vitoria,38.7333,-27.0667,13.14,82,20,5.76,PT,1675984988
399,qasigiannguit,68.8193,-51.1922,-14.86,99,100,2.53,GL,1675984988
400,tangwani,28.2787,68.9972,16.77,35,20,6.06,PK,1675984989
401,portland,45.5234,-122.6762,16.42,47,20,7.72,US,1675984344
402,singapore,1.2897,103.8501,26.02,90,75,2.06,SG,1675984672
403,vardo,70.3705,31.1107,-1.01,86,40,11.83,NO,1675984989
404,mae hong son,19.3003,97.9685,11.08,93,20,0.0,TH,1675984990
405,mount gambier,-37.8333,140.7667,21.7,46,0,3.73,AU,1675984990
406,lasa,46.6166,10.7002,-4.99,66,5,2.25,IT,1675984991
407,gunjur,13.2019,-16.7339,21.04,64,5,3.6,GM,1675984991
408,yenagoa,4.9247,6.2642,26.63,83,55,2.13,NG,1675984991
409,tornio,65.8481,24.1466,0.01,94,85,4.4,FI,1675984992
410,bandar,2.05,99.75,22.06,98,100,0.36,ID,1675984992
411,deputatskiy,69.3,139.9,-42.14,100,90,1.82,RU,1675984993
412,vestmannaeyjar,63.4427,-20.2734,1.58,83,100,12.46,IS,1675984993
413,fare,-16.7,-151.0167,27.21,72,37,5.19,PF,1675984994
414,lompoc,34.6391,-120.4579,25.43,56,0,2.06,US,1675984833
415,suna,57.8338,50.0588,-4.46,92,100,6.39,RU,1675984994
416,placido de castro,-10.3353,-67.1856,22.62,98,96,1.04,BR,1675984995
417,atar,20.5169,-13.0499,21.32,56,89,5.77,MR,1675984900
418,georgetown,5.4112,100.3354,26.64,93,20,1.54,MY,1675984786
419,bonoua,5.2741,-3.595,26.79,89,92,1.92,CI,1675984996
420,baghdad,33.3406,44.4009,2.95,70,0,2.06,IQ,1675984979
421,yinchuan,38.4681,106.2731,-3.83,74,3,1.87,CN,1675984996
422,sungaipenuh,-2.0833,101.3833,17.01,94,91,0.75,ID,1675984997
423,sioux lookout,50.1001,-91.917,-6.96,73,100,7.2,CA,1675984997
424,fairbanks,64.8378,-147.7164,-15.1,81,20,1.54,US,1675984998
425,cozumel,20.5083,-86.9458,27.26,78,20,6.69,MX,1675984998
426,taksimo,56.3444,114.8794,-24.61,94,96,0.55,RU,1675984999
427,kruisfontein,-34.0033,24.7314,18.27,94,0,2.05,ZA,1675984999
428,macusani,-14.0833,-70.4333,4.78,96,97,1.87,PE,1675984999
429,viloco,-16.95,-67.55,9.19,81,97,2.37,BO,1675985000
430,the valley,18.217,-63.0578,25.08,73,40,7.2,AI,1675985001
431,ostrovnoy,68.0531,39.5131,-0.29,82,100,10.56,RU,1675985001
432,manakara,-22.1333,48.0167,22.74,89,100,1.44,MG,1675985001
433,milkovo,54.7167,158.6167,-16.28,94,100,0.92,RU,1675985002
434,brigantine,39.4101,-74.3646,13.44,86,20,4.63,US,1675985002
435,bara,10.3744,10.7288,24.06,14,96,4.22,NG,1675985003
436,cairns,-16.9167,145.7667,27.81,92,75,4.12,AU,1675985004
437,uribia,11.7139,-72.266,27.38,60,68,9.28,CO,1675985004
438,bethel,41.3712,-73.414,8.81,80,100,4.63,US,1675984928
439,tancitaro,19.3333,-102.3667,21.01,24,2,2.73,MX,1675985005
440,nagato,34.3833,131.2,6.68,84,100,4.56,JP,1675985006
441,tual,-5.6667,132.75,27.41,79,100,12.13,ID,1675985006
442,sistranda,63.7256,8.834,1.98,72,91,17.62,NO,1675985007
443,beringovskiy,63.05,179.3167,-32.39,94,33,3.51,RU,1675985007
444,saint-alexandre,44.2278,4.6214,3.5,82,24,2.05,FR,1675985007
445,kizukuri,40.8061,140.3861,-1.93,74,100,2.34,JP,1675985009
446,saint-augustin,51.226,-58.6502,-16.96,82,71,4.08,CA,1675985010
447,shieli,44.1667,66.75,-8.75,64,89,4.07,KZ,1675985010
448,manokwari,-0.8667,134.0833,26.01,78,100,2.59,ID,1675985011
449,zheshart,62.0731,49.5733,-1.85,86,100,5.24,RU,1675985011
450,pasni,25.2631,63.471,20.88,78,1,6.64,PK,1675985012
451,road town,18.4167,-64.6167,26.02,78,40,6.17,VG,1675985012
452,vagur,61.4732,-6.8119,3.73,74,100,7.53,FO,1675985012
453,haines junction,60.7522,-137.5108,-9.03,86,100,1.03,CA,1675985013
454,boo,59.3333,18.2833,3.82,66,40,10.29,SE,1675985013
455,timmins,48.4669,-81.3331,-3.1,93,100,5.66,CA,1675985014
456,talnakh,69.4865,88.3972,-22.65,97,99,4.19,RU,1675985014
457,carutapera,-1.195,-46.02,24.59,92,31,2.56,BR,1675985015
458,fairview,40.8126,-73.999,10.95,84,75,6.17,US,1675984979
459,amga,60.8953,131.9608,-47.33,100,70,0.65,RU,1675985015
460,tirat karmel,32.7617,34.9719,10.9,58,100,3.55,IL,1675985015
461,toora-khem,52.4675,96.11,-23.51,100,97,0.32,RU,1675985016
462,hokitika,-42.7167,170.9667,16.87,59,91,1.86,NZ,1675985016
463,ciudad bolivar,8.1222,-63.5497,28.86,53,95,5.28,VE,1675985019
464,atyrau,47.1167,51.8833,-17.99,85,64,1.0,KZ,1675985004
465,salinopolis,-0.6136,-47.3561,25.72,86,12,3.89,BR,1675985021
466,alexandria,31.2156,29.9553,11.04,58,44,2.48,EG,1675984819
467,great falls,47.5002,-111.3008,6.66,28,0,10.8,US,1675984956
468,sechura,-5.5569,-80.8222,26.5,68,29,7.08,PE,1675985021
469,bell ville,-32.6259,-62.6887,33.18,22,0,2.38,AR,1675985022
470,rio gallegos,-51.6226,-69.2181,20.03,26,40,9.26,AR,1675985022
471,bend,44.0582,-121.3153,13.6,34,0,5.66,US,1675985022
472,ler,8.3018,30.1418,26.05,24,9,2.32,SS,1675985023
473,raymondville,26.4815,-97.7831,23.06,34,53,4.85,US,1675985024
474,ancud,-41.8697,-73.8203,15.99,89,66,2.95,CL,1675985024
475,roxana,10.2753,-83.7513,28.35,75,55,2.49,CR,1675985002
476,dharchula,29.85,80.5333,9.94,65,86,2.08,IN,1675985025
477,porto walter,-8.2686,-72.7439,25.63,83,82,1.46,BR,1675985025
478,bastia,42.6667,9.3333,6.28,65,81,0.92,FR,1675985026
479,tete,-16.1564,33.5867,24.05,100,75,2.06,MZ,1675985026
480,phan thiet,10.9333,108.1,21.53,74,98,3.35,VN,1675985026
481,porto santo,33.072,-16.3415,16.21,67,75,6.17,PT,1675985027
482,lufilufi,-13.8745,-171.5986,30.88,79,76,5.54,WS,1675985027
483,sambava,-14.2667,50.1667,23.53,89,34,3.19,MG,1675985028
484,dali,25.7,100.1833,3.42,75,0,1.94,CN,1675985028
485,barranca,-10.75,-77.7667,23.04,80,44,3.55,PE,1675985028
486,salekhard,66.53,66.6019,-4.45,86,100,6.37,RU,1675985029
487,odweyne,9.4092,45.064,20.12,32,5,3.24,SO,1675985029
488,nouadhibou,20.931,-17.0347,16.99,94,40,2.57,MR,1675985029
489,talara,-4.5772,-81.2719,26.42,61,0,4.12,PE,1675985030
490,vargem grande,-3.5431,-43.9158,23.6,96,91,1.22,BR,1675985030
491,pangai,-19.8,-174.35,30.06,66,20,3.09,TO,1675985030
492,hit,33.6416,42.8251,6.49,45,23,2.38,IQ,1675985031
493,linhares,-19.3911,-40.0722,23.41,86,98,1.69,BR,1675984881
494,gualaquiza,-3.4,-78.55,20.48,95,76,0.82,EC,1675985031
495,motygino,58.1831,94.7592,-34.95,100,93,0.19,RU,1675985032
496,caborca,30.5838,-111.101,22.4,12,0,1.49,MX,1675985032
497,krasnoselkup,65.7,82.4667,-21.31,99,81,4.03,RU,1675985033
498,altamont,42.2068,-121.7372,13.83,45,0,4.12,US,1675984961
499,petauke,-14.2426,31.3253,18.26,97,85,1.44,ZM,1675985033
500,alofi,-19.0595,-169.9187,29.94,66,75,3.6,NU,1675985033
501,jumla,29.2747,82.1838,2.28,51,23,1.37,NP,1675985034
502,ca mau,9.1769,105.15,22.88,90,12,2.52,VN,1675985034
503,lavumisa,-27.31,31.892,21.76,97,97,1.35,SZ,1675985035
504,cassilandia,-19.1133,-51.7342,24.0,83,74,1.28,BR,1675984973
505,yabelo,4.8833,38.0833,17.64,36,9,7.03,ET,1675985035
506,alekseyevsk,57.8406,108.3492,-17.49,99,97,0.93,RU,1675985035
507,oranjemund,-28.55,16.4333,17.23,96,3,1.46,NA,1675985036
508,cabra,37.4725,-4.4421,7.8,81,89,0.67,ES,1675985036
509,yamada,39.4667,141.95,-2.08,57,100,0.96,JP,1675985036
510,buala,-8.145,159.5921,28.86,70,83,3.29,SB,1675985037
511,ketchikan,55.3422,-131.6461,6.99,87,100,6.17,US,1675984915
512,maralal,1.0968,36.698,15.44,62,4,2.65,KE,1675985037
513,sile,41.1754,29.6133,4.76,73,100,1.79,TR,1675985038
514,bereda,43.2686,-7.5406,-1.03,100,8,0.95,ES,1675985038
515,vaitape,-16.5167,-151.75,27.59,71,3,5.77,PF,1675985038
516,pitkyaranta,61.5734,31.4792,-1.48,94,100,8.78,RU,1675985039
517,miri,4.4148,114.0089,25.08,94,20,1.54,MY,1675985039
518,stornoway,58.2093,-6.3865,6.07,90,100,2.57,GB,1675985039
519,saint anthony,45.0205,-93.218,2.53,63,0,8.75,US,1675985040
520,burns lake,54.2331,-125.7533,2.68,91,100,1.91,CA,1675984837
521,pogar,52.554,33.2591,-7.38,94,92,2.73,RU,1675985040
522,kahului,20.8947,-156.47,26.01,67,40,9.77,US,1675984762
523,key west,24.5557,-81.7826,26.11,78,0,7.2,US,1675984842
524,iguguno,-4.5697,34.6275,18.42,85,99,1.25,TZ,1675985041
525,mengcheng,33.2579,116.5655,4.35,93,100,1.33,CN,1675985042
526,avera,33.194,-82.5271,20.73,67,100,4.56,US,1675985042
527,vanavara,60.34,102.2797,-27.83,100,100,1.05,RU,1675985043
528,benguela,-12.5763,13.4055,23.68,80,48,2.59,AO,1675985043
529,colares,38.7992,-9.4469,13.83,61,2,7.15,PT,1675985044
530,marawi,7.9986,124.2928,19.59,92,89,0.73,PH,1675985045
531,balintore,57.7556,-3.9123,6.86,86,75,3.6,GB,1675985046
532,sharjah,25.3573,55.4033,19.99,55,40,7.2,AE,1675985022
533,puerto del rosario,28.5004,-13.8627,15.86,55,0,1.03,ES,1675985046
534,poya,-21.35,165.15,26.24,83,100,1.63,NC,1675985047
535,komsomolskiy,40.4272,71.7189,-1.6,93,75,3.09,UZ,1675985048
536,qui nhon,13.7667,109.2333,21.47,89,66,1.94,VN,1675985048
537,sitrah,26.1547,50.6206,16.64,48,0,8.23,BH,1675985049
538,hendrina,-26.1588,29.7153,14.2,99,100,2.18,ZA,1675985050
539,north myrtle beach,33.816,-78.68,21.3,87,0,5.66,US,1675985050
540,ventspils,57.3894,21.5606,3.96,81,100,9.26,LV,1675985051
